Time,P_grid,P_charge,P_discharge,Battery_SoC,Cost
54,334.434922003784,0.0,0.0,0.0,33.4434922003784
55,544.772178344163,0.0,0.0,0.0,54.4772178344163
56,916.483250557214,132.833175646279,0.0,126.191516863965,91.6483250557214
57,246.059094506101,238.7762473396,126.191516863965,220.195776190306,24.6059094506101
58,616.930397150453,12.2636875768719,112.950751496881,112.950751496881,61.6930397150453
59,854.73205348192,0.0,55.027289190788,55.027289190788,85.47320534819201
60,473.78089088297,0.0,26.8081665288454,26.8081665288454,47.378089088297
61,537.128881434647,0.0,13.0603888217452,13.0603888217452,53.71288814346471
62,620.604954269126,134.380200455288,0.0,140.721579254268,62.0604954269126
63,94.6460556237345,243.459513352327,140.721579254268,223.880138776591,9.46460556237345
64,1034.18398827359,12.8965613623756,115.038604342208,115.038604342208,103.41839882735901
65,1074.01685978916,0.0,56.0444482692809,56.0444482692809,107.401685978916
66,349.764291824673,0.0,27.3037055670856,27.3037055670856,34.97642918246731
67,524.31228475772,0.0,13.3018052762725,13.3018052762725,52.431228475772
68,942.586749841516,135.660011888195,13.3018052762725,128.176916279245,94.25867498415161
69,0.0,245.470645604039,47.8351072309768,311.021285149422,0.0
70,466.092091161331,13.3606688050784,157.706781788992,157.706781788992,46.6092091161331
71,880.92523979489,0.0,76.8315090766883,76.8315090766883,88.092523979489
72,622.658359085531,0.0,37.4307351912071,37.4307351912071,62.2658359085531
73,436.336310022034,0.0,18.2354863752035,18.2354863752035,43.6336310022034
74,997.018175028663,142.115324500333,18.2354863752035,134.049795834516,99.7018175028663
75,353.976063445851,243.276683147626,134.049795834516,224.057596577902,35.39760634458511
76,895.451397980146,13.6700737668802,115.483055550572,115.483055550572,89.5451397980146
77,1551.74055283401,0.0,56.260975781048,56.260975781048,155.174055283401
78,755.170009015333,0.0,27.4091933292285,27.4091933292285,75.51700090153331
79,545.765348161623,0.0,13.353196750137,13.353196750137,54.57653481616231
80,573.217005864578,142.129388362233,13.353196750137,134.320119115167,57.32170058645781
81,418.709949983362,244.401792099633,134.320119115167,225.112222541221,41.8709949983362
82,1042.68066524714,14.0919896238826,116.192118999853,116.192118999853,104.26806652471402
83,996.815063391856,0.0,56.6064169486465,56.6064169486465,99.6815063391856
84,402.740972330104,0.0,27.5774851801098,27.5774851801098,40.2740972330104
85,432.434012958384,0.0,13.4351850877458,13.4351850877458,43.2434012958384
86,820.946289398072,151.158387702086,0.0,157.035653404727,82.09462893980721
87,774.485728076342,269.280763800878,157.035653404727,247.551691221112,77.4485728076342
88,1063.72498820939,17.7204659941039,128.803501138326,128.803501138326,106.372498820939
89,1098.4441833202,0.0,62.750423631492,62.750423631492,109.84441833202
90,241.4396567092,0.0,30.5707192050858,30.5707192050858,24.14396567092
91,517.896967784125,0.0,14.8934273050418,14.8934273050418,51.7896967784125
92,574.336184326246,99.2486734288817,0.552404936989804,108.598188181438,57.4336184326246
93,801.608970980031,120.330402417105,108.598188181438,108.598188181438,80.1608970980031
94,1009.04800620414,9.69000084915681,57.3915407890922,57.3915407890922,100.90480062041401
95,770.349733824225,0.0,27.9599814100705,27.9599814100705,77.0349733824225
96,339.778780260022,0.0,13.6215294049062,13.6215294049062,33.9778780260022
97,467.470481633684,0.0,6.63612971008249,6.63612971008249,46.747048163368405
98,975.31149967374,151.692814454289,0.0,150.744303441657,97.531149967374
99,512.289332404696,284.033754934065,150.744303441657,261.898156479906,51.2289332404696
100,847.977368027516,15.5827589852914,134.803430071865,134.803430071865,84.79773680275161
101,1136.65252955754,0.0,65.6734659324469,65.6734659324469,113.665252955754
102,427.586504935673,0.0,31.994765454269,31.994765454269,42.7586504935673
103,507.478276869643,0.0,15.5871934264388,15.5871934264388,50.74782768696431
104,732.010707070589,86.4786868236069,15.5871934264388,81.334373881035,73.2010707070589
105,639.595363705337,143.25449731424,81.334373881035,131.811015928473,63.959536370533705
106,1042.3342024045,6.86316460724026,67.3920365077353,67.3920365077353,104.23342024045002
107,953.254280028127,0.0,32.8320177858198,32.8320177858198,95.32542800281271
108,323.966939771906,0.0,15.9950855879635,15.9950855879635,32.3966939771906
109,456.091949512765,0.0,7.79247759413606,7.79247759413606,45.6091949512765
110,773.506004780695,43.5698441664554,7.79247759413606,40.9812215584412,77.35060047806951
111,459.891570270899,130.990809737368,40.9812215584412,122.284362852687,45.9891570270899
112,794.052883495928,9.718128572957,64.0721824344339,64.0721824344339,79.40528834959281
113,1070.76739125987,0.0,31.214652980878,31.214652980878,107.076739125987
114,489.324885218938,0.0,15.2071386317098,15.2071386317098,48.9324885218938
115,509.101624563437,0.0,7.40860600006376,7.40860600006376,50.9101624563437
116,924.727007991017,154.505586834306,0.0,154.188913492654,92.4727007991017
117,746.578864327202,292.992434964417,154.188913492654,270.227607242899,74.6578864327202
118,1081.38887762534,19.9566200362171,140.885680237662,140.885680237662,108.13888776253401
119,1048.58091044662,0.0,12.3722411526407,127.86226849804,104.858091044662
120,471.708608211238,0.0,0.0,127.86226849804,47.1708608211238
121,455.000649278788,0.112510895200653,0.0,127.96915384848,45.5000649278788
122,729.758286304858,156.010420057614,0.0,276.179052903214,72.9758286304858
123,379.414610053625,306.015571083894,276.179052903214,276.179052903214,37.9414610053625
