Time,P_grid,P_charge,P_discharge,Battery_SoC,Cost
29,1175.1592854275,252.755726068281,524.802079132847,524.802079132847,117.51592854275
30,796.732596367745,40.7008163388386,274.509980472824,274.509980472824,79.6732596367745
31,274.452587896551,1651.01300389828,897.858316649937,897.858316649937,27.4452587896551
32,1750.62368395817,260.097061980125,557.796409874104,557.796409874104,175.062368395817
33,663.945006646269,46.0591477227699,293.064087282153,293.064087282153,66.3945006646269
34,392.965480031124,1668.53657582578,915.007765436314,915.007765436314,39.296548003112406
35,1053.66549253525,257.284289600108,564.849460783895,564.849460783895,105.36654925352501
36,850.556787338765,45.2996991801656,296.148700643487,296.148700643487,85.0556787338765
37,982.076775844856,1618.39890815199,893.305784727426,893.305784727426,98.20767758448561
38,2097.73713048176,262.136321955636,556.522321054367,556.522321054367,209.77371304817598
39,1015.55805162027,47.9577690792813,293.322098254205,293.322098254205,101.55580516202701
40,704.319761026927,1562.67788730386,866.139890581143,866.139890581143,70.4319761026927
41,1627.81222677299,269.983956895882,546.919701102882,546.919701102882,162.781222677299
42,617.823569901479,33.7532685601978,282.06976457606,282.06976457606,61.7823569901479
43,1560.88015469655,1049.50163043175,623.149486057391,623.149486057391,156.08801546965503
44,1898.63097720694,249.338207626562,418.984484173073,418.984484173073,189.86309772069401
45,624.977707379072,56.972704557234,230.48878247555,230.48878247555,62.497770737907196
46,874.226221565781,1505.55048026572,809.089052200815,809.089052200815,87.4226221565781
47,1328.4055113962,278.14099679793,522.900948308157,522.900948308157,132.84055113962
48,624.45732112677,50.9533716639988,278.328881445902,278.328881445902,62.44573211267701
49,1209.55495442015,1454.68149177313,808.852555743002,808.852555743002,120.95549544201499
50,1679.97826472351,269.955829172082,518.997468607003,518.997468607003,167.997826472351
51,733.435345865309,51.2346489020004,276.557367082414,276.557367082414,73.34353458653091
52,765.975488472054,1715.48174684826,928.693218081459,928.693218081459,76.5975488472054
53,1477.29352204961,295.256716730331,589.091150782825,589.091150782825,147.729352204961
54,548.904254754698,51.9378419970046,311.031023408195,311.031023408195,54.8904254754698
55,552.650767766166,1503.30026236171,847.286132830374,847.286132830374,55.26507677661661
56,1431.78718459554,311.134816815524,556.77999916147,556.77999916147,143.178718459554
57,741.448699185638,57.7040253760383,297.958401079626,297.958401079626,74.1448699185638
58,1322.54830268972,1677.27023406573,921.434290907675,921.434290907675,132.254830268972
59,1725.17201168572,284.399415343467,580.529768569113,580.529768569113,172.517201168572
60,614.0161234577,48.1827908696825,305.122178923357,305.122178923357,61.401612345770005
61,931.823172152375,1651.50523906478,912.999768324694,912.999768324694,93.1823172152375
62,1891.0205096609,285.524524295474,576.941365684679,576.941365684679,189.10205096609002
63,609.013632346093,46.5513828892729,302.618933568212,302.618933568212,60.901363234609306
64,1003.58778581376,1207.17158619358,706.133509451028,706.133509451028,100.358778581376
65,1712.21454410502,294.876992459028,480.488881883461,480.488881883461,171.22145441050202
66,668.974756492149,51.5581177257022,257.9464815573,257.9464815573,66.89747564921491
67,388.952100769807,1710.54533132133,917.341702049708,917.341702049708,38.8952100769807
68,1449.82396406408,297.872595043746,584.771607166258,584.771607166258,144.98239640640801
69,951.905754429435,45.018421942164,305.724180826025,305.724180826025,95.1905754429435
70,1028.07290196754,1665.83631434096,919.92576691151,919.92576691151,102.80729019675401
71,1013.5112397694,287.999763989888,581.461161829132,581.461161829132,101.35112397694002
72,721.461777756808,48.801600793286,305.862332540316,305.862332540316,72.14617777568081
73,528.154602703394,1663.37513850845,918.853988931885,918.853988931885,52.8154602703394
74,1228.10904769434,289.687427417898,581.720098835869,581.720098835869,122.810904769434
75,549.914584340265,49.2375805121886,306.190261695551,306.190261695551,54.991458434026505
76,554.211384250726,1650.67547121267,913.136082759084,913.136082759084,55.421138425072606
77,909.358659373647,291.178196779307,579.624410879207,579.624410879207,90.93586593736471
78,440.111220681732,50.6439667021969,305.82018988922,305.82018988922,44.0111220681732
79,840.101079328692,1676.08886966612,924.717633470993,924.717633470993,84.0101079328692
80,1474.94431909017,286.832463452181,583.255410288737,583.255410288737,147.494431909017
