Time,P_load,P_production,P_charge,P_discharge,P_grid,Battery_SoC,Total_Supply,Cost
41,2174.7319278758723,269.9839568958824,266.99584362304614,997.0475003957699,1227.5368024998909,561.9919199968192,2174.7319278758723,122.75368024998909
42,899.8933344775386,33.75326856019783,33.75326856019783,561.9919199968192,366.00101048056035,2.487083027092126,899.8933344775386,36.60010104805604
43,2184.02964075394,1049.5016304317514,1035.815614948404,2.487083027092126,2181.6669118782024,983.8939350942945,2184.02964075394,218.16669118782025
44,2317.6154613800113,249.3382076265614,213.91072124346704,351.6779182952624,1983.5214389995122,816.9218378595224,2317.6154613800113,198.35214389995122
45,855.4664898546225,56.972704557233925,33.55122732986253,816.9218378595224,79.39074388807626,0.0,855.4664898546225,7.939074388807626
46,1683.3152737665964,1505.5504802657242,1404.7752073925099,0.0,1683.3152737665964,1334.5364470228842,1683.3152737665964,168.33152737665966
47,1851.3064597043547,278.14099679793026,265.49143601222835,1334.5364470228842,583.4968350326146,181.97810384199124,1851.3064597043547,58.34968350326147
48,902.786202572672,50.953371663998645,43.43353843275426,181.97810384199124,729.9070039227803,31.684066572064353,902.786202572672,72.99070039227803
49,2018.4075101631502,1454.6814917731258,1271.9035920726512,31.684066572064353,1988.307646919689,1206.640830017857,2018.4075101631502,198.8307646919689
50,2198.975733330514,269.9558291720823,130.59916474130117,1065.7738332986887,1186.4905916967596,208.842843576105,2198.975733330514,118.64905916967597
51,1009.9927129477231,51.2346489020003,22.936657103646688,208.842843576105,811.5920115504234,10.798095639195651,1009.9927129477231,81.15920115504235
52,1694.6687065535127,1715.4817468482552,532.5210136064695,10.798095639195651,1684.410515696277,505.3266421030305,1694.6687065535127,168.4410515696277
53,2066.3846728324334,295.25671673033054,197.74580394938167,0.0,2066.3846728324334,693.1851558549431,2066.3846728324334,206.63846728324336
54,859.9352781628929,51.93784199700442,20.4483252987859,693.1851558549431,201.40938010069704,0.0,859.9352781628929,20.140938010069704
55,1399.9369005965398,1503.3002623617108,1503.3002564492274,0.0,1399.9369005965398,1428.135243626766,1399.9369005965398,139.99369005965397
56,1988.567183757005,311.13481681552366,302.83428233395455,100.17363362694687,1893.4022318114055,1610.3818817103945,1988.567183757005,189.34022318114057
57,1039.407100265264,57.70402537603821,12.150774646021288,494.93016057547555,569.2234477185623,1100.9460012288773,1039.407100265264,56.92234477185623
58,2243.9825935973977,1677.2702340657306,1676.6930326143622,1100.9460012288773,1198.0838924299642,1534.9138546031768,2243.9825935973977,119.80838924299643
59,2305.701780254833,284.3994153434669,47.54452552415679,1534.9138546031768,847.5336183818151,0.0,2305.701780254833,84.75336183818152
60,919.138302381057,48.182790869682414,15.591401409317738,0.0,919.138302381057,14.811831338851851,919.138302381057,91.9138302381057
61,1844.8229404770693,1651.5052390647797,1651.5052390647797,0.0,1844.8229404770693,1583.7418084503925,1844.8229404770693,184.48229404770694
62,2467.96187534558,285.5245242954735,137.35764640083246,227.8600251562379,2251.4948514471544,1474.3789144719854,2467.96187534558,225.14948514471544
63,911.6325659143057,46.55138288927285,2.5465264542490815,855.3087202849947,99.08928164356075,576.4731458824749,911.6325659143057,9.908928164356077
64,1709.721295264789,1207.1715861935754,735.4386942591766,576.4731458824749,1162.071806676438,668.3260676576664,1709.7212952647892,116.2071806676438
65,2192.7034259884826,294.8769924590283,140.07223735859301,668.3260676576664,1557.7936617136997,97.89356929815449,2192.7034259884826,155.77936617137
66,926.9212380494486,51.55811772570219,39.16185764309105,97.89356929815449,833.9223472162018,32.051471639981,926.9212380494486,83.39223472162018
67,1306.2938028195151,1710.5453313213259,1459.4069742439733,32.051471639981,1275.8449047615331,1384.7497059717755,1306.2938028195151,127.58449047615332
68,2034.59557123034,297.87259504374583,159.94506800521444,204.47513259213412,1840.3441952678127,1321.4605389007986,2034.59557123034,184.03441952678128
69,1257.6299352554595,45.01842194216387,28.09760715441706,1321.4605389007986,2.2424232997009312,0.0,1257.6299352554595,0.22424232997009313
70,1947.9986688790457,1665.836314340964,1611.0327739308443,0.0,1947.9986688790457,1530.481135234302,1947.9986688790457,194.79986688790459
71,1594.972401598537,287.999763989888,287.05758760851376,1530.481135234302,141.01532312595032,192.15306953154573,1594.972401598537,14.101532312595033
72,1027.3241102971247,48.80160079328603,37.67646294807079,192.15306953154573,844.7786942421562,25.679320351638523,1027.3241102971247,84.47786942421563
73,1447.0085916352796,1663.3751385084493,1652.7124816541314,25.679320351638523,1422.613237301223,1568.7253143950227,1447.0085916352796,142.2613237301223
74,1809.829146530205,289.6874274178979,121.97216806274956,1410.7188252363624,469.64626255566077,199.63168959530594,1809.829146530205,46.96462625556608
75,856.1048460358163,49.2375805121886,38.32120598615896,199.63168959530594,666.4547409202756,25.898214655519098,856.1048460358163,66.64547409202757
76,1467.3474670098099,1650.6754712126747,1238.8039037194096,25.898214655519098,1442.7441630870667,1175.5006446042014,1467.3474670098099,144.27441630870666
77,1488.9830702528545,291.1781967793066,265.2383700057109,729.2083073428716,796.2351782771265,659.8894041697617,1488.9830702528545,79.62351782771265
78,745.9314105709524,50.643966702196835,24.220822325780667,81.10414462900351,668.882473173399,597.5264015592496,745.9314105709524,66.8882473173399
79,1764.8187127996848,1676.088869666124,1676.0638271713435,212.13718475666354,1563.2883872808545,1966.4847376281693,1764.8187127996848,156.32883872808546
80,2058.1997293789063,286.8324634521812,94.55924242980086,176.20321615623587,1890.8066740304823,1870.8389482983368,2058.1997293789063,189.08066740304824
81,1122.5877619634628,51.1502657305998,6.200831412560411,1026.4224171509222,147.48646567008666,796.2850885077196,1122.5877619634628,14.748646567008667
82,2145.4337934945497,1663.8392459511522,980.9494606520087,112.1524592160992,2038.8889572392554,1610.1318558996552,2145.4337934945497,203.88889572392554
83,2115.7075932874095,281.853856339552,120.53832055902562,946.793586060702,1216.2536865297427,728.0184329984115,2115.7075932874095,121.62536865297427
84,730.5293750919028,50.587711254596506,3.791540397286274,728.0184329984115,38.911863743411914,0.0,730.5293750919028,3.8911863743411916
85,1455.5454592122796,1640.5354267827158,1640.5354267827158,0.0,1455.5454592122796,1558.50865544358,1455.5454592122796,145.55454592122797
86,1840.4082941079243,281.9804310966527,199.58646096275046,1558.50865544358,359.82507143652333,107.580366575477,1840.4082941079243,35.982507143652334
87,911.7130964648571,53.90678266301596,53.90678266301596,63.3541430199504,851.5266605959042,92.10323850539437,911.7130964648571,85.15266605959043
88,1379.6184891286136,1636.7100563458932,1008.8886167663517,92.10323850539437,1292.120412548489,953.5966470593291,1379.6184891286136,129.2120412548489
89,1832.758090642268,284.97603368137027,275.3347042127279,953.5966470593291,926.8412759359053,211.3786717884426,1832.758090642268,92.68412759359053
90,830.9579772538959,52.30350240640655,16.704259433081845,211.3786717884426,630.1482390548755,4.743853209404449,830.9579772538959,63.01482390548755
91,2089.3532279446235,1601.733231800388,303.73724412605725,4.743853209404449,2084.8465673956894,288.3007054350489,2089.3532279446235,208.48465673956895
92,2043.7770945674922,292.45800821221417,207.30361558706755,288.3007054350489,1769.8914244041957,181.76471346902736,2043.7770945674922,176.98914244041958
93,1010.7656962642016,51.9519058589045,19.28351099684868,181.76471346902736,838.0892184686256,8.752771580215324,1010.7656962642016,83.80892184686257
94,1712.4380681513303,1450.040417346099,1360.622946146815,8.752771580215324,1704.1229351501258,1292.1311266510415,1712.4380681513303,170.4122935150126
95,1842.5151996373922,264.76626413095187,253.15039692455272,567.9280336620164,1302.9835676584767,934.8050209272441,1842.5151996373922,130.29835676584767
96,864.178656659869,21.095792850123647,14.118064484141074,934.8050209272441,0.0,0.0,888.0647698808818,0.0
97,1408.9847898608534,1062.9466824082301,917.7271275588453,0.0,1408.9847898608534,871.840771180903,1408.9847898608534,140.89847898608534
98,1818.4983235632585,288.0138278517881,43.567603046301514,871.840771180903,990.2495909414007,0.0,1818.4983235632585,99.02495909414007
99,1645.1509091970556,21.40519781192546,21.364824334026608,0.0,1645.1509091970556,20.296583117325277,1645.1509091970556,164.51509091970559
100,1898.1087372466422,1182.2644867685297,1182.2644867685297,20.296583117325277,1878.8269832851831,1122.0830212134017,1898.1087372466422,187.88269832851833
101,2588.9969905041344,290.545322993803,88.82546290136841,939.6580831132105,1696.3218115465843,217.35343927158533,2588.9969905041344,169.63218115465844
102,1534.3977302546882,51.13620186869972,22.4427484728685,217.35343927158533,1327.9119629466823,9.880956350720567,1534.3977302546882,132.79119629466823
103,1586.2792465566479,1340.9329767252596,62.90985443533974,9.880956350720567,1576.8923380234633,59.2443113793243,1586.2792465566479,157.68923380234634
104,2210.9272100377843,269.89957372448197,240.70277886158277,59.2443113793243,2154.6451142274263,225.54951826696026,2210.9272100377843,215.46451142274265
105,754.1531278209541,38.47872615862553,21.38057390146915,225.54951826696026,539.8810854673418,8.440517929187251,754.1531278209541,53.98810854673418
106,1429.530777170427,299.99623819065835,128.62954011100206,8.440517929187251,1421.512285137699,121.75382531970526,1429.530777170427,142.15122851376992
107,1921.552378506015,194.05316649733737,0.0007998071188148226,2.3169958613194477,1919.3512324377616,119.31564212455292,1921.552378506015,191.93512324377616
108,798.4086627599752,46.60763833687317,0.7160104792833978,0.0,798.4086627599752,119.99585207987215,798.4086627599752,79.84086627599753
109,1389.300585531473,1564.182720527168,1509.4987835417055,119.99585207987215,1275.3045260555944,1427.7082732025215,1389.300585531473,127.53045260555945
110,1551.1115665872765,306.71876417889774,306.5364862468484,758.5774033232753,830.463033430165,920.4154053230535,1551.1115665872765,83.0463033430165
111,913.8109653805038,54.061485143916876,14.653084784799477,920.4154053230535,39.416330323603006,0.0,913.8109653805038,3.9416330323603006
112,1507.3879673330632,1570.3567559013045,1476.6997210833645,0.0,1507.3879673330632,1402.8647350291963,1507.3879673330632,150.73879673330632
113,1429.7904455176533,323.72197321609735,216.84853754806335,1103.7029176390727,381.2726737605344,447.078300816622,1429.7904455176533,38.127267376053446
114,890.7994127887488,54.10367672961712,38.32554272204976,447.078300816622,466.0750270129579,12.878828700861845,890.7994127887488,46.60750270129579
115,1239.2815077145488,1587.9928387240077,1587.7328442289843,12.878828700861845,1227.04662044873,1507.6683689280158,1239.2815077145488,122.704662044873
116,1639.2698169389973,313.3147154100364,235.85281017545282,1507.6683689280158,206.9848664573824,144.709202880995,1639.2698169389973,20.698486645738242
117,756.5487330529711,54.39901782951884,27.333467766037835,144.709202880995,619.0749903160258,18.3505205418941,756.5487330529711,61.90749903160258
118,1116.494105204788,1682.487926830661,1220.536581150179,18.3505205418941,1099.0611106899885,1158.543935222044,1116.494105204788,109.90611106899885
119,1337.63723072604,319.7840918840743,319.7840918840743,1158.543935222044,237.02049226509826,242.8188906992366,1337.63723072604,23.70204922650983
120,779.747617954469,60.319903689453554,0.7961962867192236,242.8188906992366,549.0696717901942,0.0,779.747617954469,54.906967179019425
121,1603.3302564547748,1714.5535319628493,947.779946011757,0.0,1603.3302564547748,900.3909487111691,1603.3302564547748,160.3330256454775
122,2151.0034157270857,325.015848510905,323.8401812404688,0.0,2151.0034157270857,1208.0391208896144,2151.0034157270857,215.10034157270857
123,1286.7212004899354,59.30730563264761,20.63046844921217,1208.0391208896144,139.08403564480182,0.0,1286.7212004899354,13.908403564480182
124,1918.949773194583,1743.7782369912206,1743.7643504329499,0.0,1918.949773194583,1656.5761329113022,1918.949773194583,191.89497731945832
125,2023.4428772124897,329.1506239095292,260.53893700694056,1130.376487057055,949.5852145082874,714.2181366920483,2023.4428772124897,94.95852145082875
126,936.8157977904505,59.50419969924877,24.82726051278441,714.2181366920483,258.3085679330046,0.0,936.8157977904505,25.830856793300462
127,1430.3306392413078,1748.4615030039479,1748.4615030039479,0.0,1430.3306392413078,1661.0384278537504,1430.3306392413078,143.0330639241308
128,1643.2019847082856,319.3621760270719,220.71785182331465,1339.9742376143784,370.2264589746262,460.22118959707996,1643.2019847082856,37.022645897462624
129,841.673757830778,41.755605981344736,9.311650459067332,460.22118959707996,404.463627713552,0.0,841.673757830778,40.446362771355204
130,1443.1393650426164,1389.2001507663426,1208.1140724815225,0.0,1443.1393650426164,1147.7083688574464,1443.1393650426164,144.31393650426165
131,1966.1972067302293,300.92445307606374,19.146842492737342,1147.7083688574464,875.8742563156552,0.0,1966.1972067302293,87.58742563156552
132,916.443859921252,52.52852419680787,23.36667539288087,0.0,916.443859921252,22.19834162323683,916.443859921252,91.64438599212521
133,1861.7927043151237,1455.3987487300303,1056.9302124027397,22.19834162323683,1840.7042797730487,1002.9153680129585,1861.7927043151237,184.0704279773049
134,1797.7791586376134,321.9780543404872,220.92840754459658,1002.9153680129585,845.0095590253028,157.09696779826345,1797.7791586376134,84.50095590253028
135,936.9923653557823,55.51006291962537,18.532163905400793,157.09696779826345,787.7502459474321,9.33729424706425,936.9923653557823,78.77502459474321
136,1252.952508503015,1632.1674289521663,1620.145439559258,9.33729424706425,1244.082078968304,1538.6467310419757,1252.952508503015,124.40820789683039
137,2030.15142213332,299.93998274305807,0.047985630810929165,1030.161495559231,1051.4980013520506,454.3117957499503,2030.15142213332,105.14980013520506
138,1021.117168454928,55.53819064342553,2.627808683521499,454.3117957499503,589.5209624924753,0.0,1021.1171684549281,58.95209624924753
139,1190.4778265577318,749.0553486602905,744.5288151112367,0.0,1190.4778265577318,707.3023743556748,1190.4778265577318,119.04778265577318
140,1752.249985739431,265.3991379164555,3.7925255563197315,707.3023743556748,1080.3127301015397,0.0,1752.249985739431,108.03127301015398
141,869.4804701520671,9.900958777658033,3.97457220650968,0.0,869.4804701520671,3.775843596184196,869.4804701520671,86.94804701520673
142,1617.3571156798964,550.9517899357293,334.1625730479603,3.775843596184196,1613.7700642635214,317.25571578523676,1617.3571156798964,161.37700642635215
143,1896.7501171825845,84.10189416249295,12.152763518365282,317.25571578523676,1595.3571871866097,0.0,1896.7501171825847,159.53571871866097
144,1404.3971222595924,32.03747740838778,26.9349808353584,0.0,1404.3971222595924,25.588231793590477,1404.3971222595924,140.43971222595925
145,2347.551797542203,1367.9074638496174,1367.9074638496174,25.588231793590477,2323.2429773382923,1298.1653416153686,2347.551797542203,232.32429773382924
146,2359.770124947221,299.3493005432547,152.5806532875536,1298.1653416153686,1126.513050412621,76.6271289592089,2359.770124947221,112.6513050412621
147,997.804563517962,30.87017687068094,30.87017687068094,76.6271289592089,925.0087910067136,25.29366123982011,997.8045635179622,92.50087910067137
148,1300.7610471101611,754.0480196348198,753.9805572889658,25.29366123982011,1276.7320689323321,714.9502840961059,1300.7610471101611,127.67320689323321
149,2077.600222895898,285.98863173817625,102.14606356051496,714.9502840961059,1398.397453004597,59.40979806164148,2077.600222895898,139.83974530045973
150,1681.7348883905777,42.613501557249776,37.96752460063296,0.8834217047736426,1680.8956377710426,94.54902884827054,1681.7348883905777,168.08956377710427
151,1910.2149092916009,1469.3360358730122,1464.8004810932296,94.54902884827054,1820.393331885744,1386.5841923623434,1910.2149092916009,182.0393331885744
152,2482.399010798038,308.6877048449093,267.89749355416575,465.9920808917853,2039.706533950842,1150.5688313527112,2482.399010798038,203.9706533950842
153,860.2462224702596,36.678551835414986,17.29158077288403,1150.5688313527112,0.0,0.0,1093.0403897850756,0.0
154,1670.1575696261773,1411.8851600111755,1411.7759948636428,0.0,1670.1575696261773,1341.1871951204607,1670.1575696261773,167.01575696261773
155,2511.971548283724,173.37928950421622,112.30052701049007,304.2197308457109,2222.9628039802988,1127.6414001533622,2511.971548283724,222.2962803980299
156,1839.237211769469,11.391728139066771,9.91357730073616,935.7546891801767,950.2702570483012,152.05436260992803,1839.237211769469,95.02702570483012
157,1878.4893693385618,828.5161683957562,663.5929184592243,152.05436260992803,1734.03772485913,622.4104113462668,1878.4893693385618,173.403772485913
158,2385.2538313503937,223.05284973530735,122.31145213924383,622.4104113462668,1793.9639405714404,83.43743682984655,2385.2538313503937,179.39639405714405
159,790.7551543286646,18.254892746306993,17.5343876138333,83.43743682984655,711.4895893403104,12.266224189465504,790.7551543286646,71.14895893403104
160,1234.627909178778,1071.652212924381,55.26090836916895,12.266224189465504,1222.974996198786,51.852272203896526,1234.627909178778,122.2974996198786
161,1353.5790538354318,294.13160777832394,1.8298763559016646,51.852272203896526,1304.31939524173,0.0,1353.5790538354318,130.431939524173
162,752.9431159502234,65.49540486868389,38.509572207399195,0.0,752.9431159502234,36.58409359702923,752.9431159502234,75.29431159502234
163,1140.7005142007445,1326.6159653109758,1326.6159653109758,36.58409359702923,1105.9456252835666,1258.359688435057,1140.7005142007445,110.59456252835668
164,1109.6861633901065,174.57471776572328,95.07353738445651,255.52300552539398,866.9393081409821,1079.707964186718,1109.6861633901065,86.69393081409822
165,677.8811018322214,17.847040751204606,12.267415321457193,721.5739667538118,0.0,331.81046479072165,685.4952684161211,0.0
166,1009.1973617828987,729.197175657374,729.197175657374,331.81046479072165,693.9774202317132,675.2736082013093,1009.1973617828987,69.39774202317132
167,1116.1907074694384,280.9818969017469,159.9264989063632,473.47412892171576,666.3902849938085,328.8099622447588,1116.1907074694384,66.63902849938084
168,761.2926912279875,26.8197846434572,26.819703519863957,328.8099622447588,448.9232270954666,8.172930857304493,761.2926912279875,44.89232270954666
169,982.7849743293435,1206.3699460652708,1186.9802511636642,8.172930857304493,975.0206900149043,1127.2010843498333,982.7849743293435,97.50206900149044
170,1126.039087696237,299.9821743287583,268.89365772403727,1127.2010843498333,55.19805756389542,196.1226019773178,1126.039087696237,5.519805756389542
171,663.1719789168392,49.70168795489132,9.306104346544563,196.1226019773178,476.85550703838726,0.0,663.1719789168392,47.68555070383873
172,1217.9940918715376,1536.2518907936042,1536.2518907936042,0.0,1217.9940918715376,1459.4392962539239,1217.9940918715376,121.79940918715377
173,1231.6402716281648,493.37433931679175,486.73497514425003,1459.4392962539239,0.0,385.58563184735726,1386.4673314412275,0.0
174,725.1251183061692,364.5353004501366,360.12143116771637,385.58563184735726,358.8187680511798,321.82137898578543,725.1251183061692,35.88187680511798
175,976.9368260096586,364.5353004501366,316.20657265726567,321.82137898578543,671.2065159731625,283.45827670936103,976.9368260096586,67.12065159731625
176,1096.9628930466183,364.5353004501366,271.99987767425245,283.45827670936103,827.6775301727254,243.48102712162603,1096.9628930466183,82.76775301727254
177,628.397139578673,364.5353004501366,277.64091378508624,243.48102712162603,397.09016381312824,250.9440771946937,628.397139578673,39.70901638131283
178,1048.622172748683,364.5353004501366,156.1194793688365,250.9440771946937,810.225299413724,135.1059223901476,1048.622172748683,81.0225299413724
179,1319.2956850212097,364.5353004501366,364.5296046461353,135.1059223901476,1190.9450587505694,339.19228639329447,1319.2956850212097,119.09450587505694
180,764.2985324130126,364.5353004501366,364.5353004501366,0.0,764.2985324130126,685.5008218209242,764.2985324130126,76.42985324130126
181,1063.9913087348305,364.5353004501366,0.18682168658334297,685.5008218209242,412.76552800495244,0.0,1063.9913087348305,41.276552800495246
