Time,P_charge,P_discharge,SoC
0,0.0,9.836649757121496,90.16335024287851
1,0.0,90.16335024287851,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,190.8658561571761,0.0,175.59658766460203
29,8.916063181559608,48.8443398481881,134.95502594344876
30,0.0,134.95502594344876,0.0
31,253.76574030250524,0.0,200.0
32,10.700659748963018,61.573247195208246,148.27135977383773
33,0.0,148.27135977383773,0.0
34,166.50814636551607,0.0,153.1874946562748
35,4.546825778822421,115.7053518342041,41.66522253858733
36,0.0,41.66522253858733,0.0
37,160.8951188650423,0.0,148.0235093558389
38,5.159186918390205,120.48507942201887,32.284881898739016
39,0.0,32.284881898739016,0.0
40,306.0600187641505,0.0,200.0
41,7.127839321666471,93.95079138371682,112.60682079221633
42,0.0,112.60682079221633,0.0
43,215.83953074941243,0.0,198.57236828945943
44,11.856806756460848,122.34888117691061,87.1317493284928
45,0.0,87.1317493284928,0.0
46,203.143941385769,0.0,186.8924260749075
47,5.447299659485038,118.28974235319956,73.61419940843416
48,0.0,73.61419940843416,0.0
49,185.6066750538512,0.0,170.75814104954313
50,9.817366946683602,92.53252510716655,87.25759353332549
51,0.0,86.23182913059517,1.0257644027303172
52,58.68376910871872,1.0257644027303172,53.98906758002123
53,1.0229947184000552,53.98906758002123,0.9411551409280534
54,0.0,0.9411551409280534,0.0
55,125.10079048079238,0.0,115.092727242329
56,7.616923351528035,115.092727242329,7.0075694834057884
57,0.0,7.0075694834057884,0.0
58,228.0756439584782,0.0,200.0
59,8.186793551839344,79.30817726277725,128.22367280491494
60,0.04209742924617858,128.22367280491494,0.038729634906474075
61,306.4927217649826,0.038729634906474075,200.0
62,15.346357524718188,65.8994055066384,148.21924341610233
63,0.0,148.21924341610233,0.0
64,140.1423840882601,0.0,128.93099336119928
65,8.840153207266635,103.82963771036817,33.23429660151642
66,0.0,33.23429660151642,0.0
67,102.44972699297765,0.0,94.25374883353943
68,5.108371306920475,94.25374883353943,4.699701602366844
69,0.0,4.699701602366844,0.0
70,131.12660389315008,0.0,120.63647558169808
71,13.352338971500076,120.63647558169808,12.28415185378006
72,0.07912121476285276,12.28415185378006,0.072791517581825
73,225.59273286161502,0.072791517581825,200.0
74,5.444343480420541,123.89129842013593,81.11749758185097
75,0.10300652409477655,81.11749758185097,0.09476600216719078
76,339.71009791309694,0.09476600216719078,200.0
77,15.083358210419513,85.3998976593153,128.47679189427066
78,0.07392544968754838,128.47679189427066,0.06801141371255426
79,466.42778928722134,0.06801141371255426,200.0
80,3.496103497125918,86.37359883094972,116.84281638640611
81,0.0,116.84281638640611,0.0
82,148.75051156866442,0.0,136.85047064317126
83,14.926327283269655,96.30976335894537,54.272928384833975
84,0.04569193054196012,54.272928384833975,0.04203657609860301
85,133.97258412338044,0.04203657609860301,123.25477739351001
86,24.20064487566972,123.25477739351001,22.264593285616144
87,0.0,22.264593285616144,0.0
88,110.83357250795407,0.0,101.96688670731776
89,2.8599874827478615,49.067366682017585,55.5307085094282
90,0.0,55.5307085094282,0.0
91,74.00934444255958,0.0,68.08859688715482
92,1.5481879737551714,68.08859688715482,1.424332935854764
93,0.0,1.424332935854764,0.0
94,196.06098989243378,0.0,180.3761107010391
95,13.545363274219868,64.0315048163925,128.80634009692886
96,0.2391510492318335,128.80634009692886,0.220018965293292
97,289.01193995100084,0.220018965293292,200.0
98,15.501542135866252,110.49795615916761,103.76346260582935
99,0.8536838449080757,103.76346260582935,0.785389137315434
100,264.13214490720037,0.785389137315434,200.0
101,10.42468670947386,175.4099231908876,34.18078858182835
102,0.5830466236975157,34.18078858182835,0.5364028938017142
103,287.8818709018012,0.5364028938017142,200.0
104,10.10141239595001,139.94789877869175,69.34540062558227
105,0.22762018492354397,69.34540062558227,0.2094105701296627
106,166.92052883592442,0.2094105701296627,153.56688652905046
107,8.270407896984088,122.12072047741258,39.054941316863236
108,0.6646677610346295,39.054941316863236,0.6114943401518573
109,375.82639668827954,0.6114943401518573,200.0
110,17.425236255206887,104.02262595898635,112.00859139580398
111,0.5711785245228492,112.00859139580398,0.5254842425610207
112,131.1860686034921,0.5254842425610207,120.69118311521272
113,23.357729991376033,119.33440893122724,22.845885776051432
114,0.0,22.845885776051432,0.0
115,174.93916216854475,0.0,160.94402919506118
116,16.603031433940483,62.52822293945866,113.69059517482776
117,0.5711695462936467,113.69059517482776,0.5254759825901516
118,172.78909588241302,0.5254759825901516,158.96596821181998
119,12.538022359288238,129.63732601150292,40.863622770862236
120,0.0,40.863622770862236,0.0
121,260.37234746736385,0.0,200.0
122,23.57921898907341,122.83177532244898,98.86110614749856
123,0.7618374436919072,98.86110614749856,0.7008904481965601
124,387.60765280759495,0.7008904481965601,200.0
125,22.019877086017573,117.85100030371322,102.40728661542295
126,0.6011107615444946,80.66764166233055,22.292666853713328
127,413.49573392942466,22.292666853713328,200.0
128,14.893197421751795,97.4639207194984,116.23782090851326
129,0.5423086006629738,116.23782090851326,0.4989239126099392
130,256.03300137874146,0.4989239126099392,200.0
131,9.04087292497134,139.4478386415987,68.86976444937494
132,0.866321458507808,41.580695086910445,28.086085104291676
133,272.90608855175833,28.086085104291676,200.0
134,6.779518611717,124.23739278569799,81.99976433708166
135,2.674006636772388,81.99976433708166,2.460086105830598
136,391.3847505721508,2.460086105830598,200.0
137,34.5553912098017,62.745865164355585,169.04509474866197
138,0.5089822451846328,62.76749977874335,106.74585863548847
139,74.31506594257026,106.74585863548847,68.36986066716466
140,9.40649734617278,68.36986066716466,8.653977558478957
141,1.103594820882112,8.653977558478957,1.0153072352115426
142,550.7318372918583,1.0153072352115426,200.0
143,10.88420742935134,149.29041395252565,60.72305688247758
144,0.28155973115553135,60.72305688247758,0.25903495266308596
145,356.81923593505144,0.25903495266308596,200.0
146,26.13042927194284,93.6910217627065,130.34897316748092
147,1.9274404536664052,124.91271442180766,7.209503963046359
148,316.84596400909754,7.209503963046359,200.0
149,14.912161989720575,158.74198674839698,54.97720228214595
150,2.583968743211083,8.297213553754744,49.0572399721454
151,506.15130885054236,49.0572399721454,200.0
152,10.826605196283888,65.62021702484537,144.34025975573581
153,1.6905055220216718,97.18734751369462,48.70817732230114
154,448.700348156092,48.70817732230114,200.0
155,23.163560550273402,91.46936809143759,129.84110761481395
156,3.179199316144005,127.69266098199091,5.073310003675516
157,482.7989967649116,5.073310003675516,200.0
158,21.856646594301264,92.03729884553155,128.0708160212256
159,1.42987091037773,115.87346626223766,13.512830996535456
160,473.56554777318325,13.512830996535456,200.0
161,28.668712611204665,55.42673194972938,170.94848365257891
162,2.0040734944705196,170.94848365257891,1.8437476149128713
163,382.9850238254077,1.8437476149128713,200.0
164,27.283859254379937,40.80445132412126,184.29669918990828
165,2.4016716794483837,75.73195880063474,110.77427833436604
166,186.97129638420293,110.77427833436604,172.0135926734667
167,14.911097370875327,157.841878804794,27.88992344987801
168,2.6425807132068133,27.88992344987801,2.4311742561502676
169,587.5899438413567,2.4311742561502676,200.0
170,31.12336746649414,149.4104550172578,79.22304305191682
171,3.570536978614802,79.22304305191682,3.2848940203256234
172,175.14925830313956,3.2848940203256234,161.1373176388884
173,22.619687738132754,69.62265706181907,112.32477329615145
174,4.10341366084627,45.98661385312759,70.11330001100242
175,288.5295367540135,70.11330001100242,200.0
176,27.388904821029517,92.6850512354922,132.512741199855
177,0.6290825032657084,126.19114231510788,6.900354787751567
178,422.04852090817565,6.900354787751567,200.0
179,42.157676618113975,90.82954743729222,147.95551505137263
180,5.379938277839729,147.95551505137263,4.94954321561255
181,181.15518559271467,4.94954321561255,166.6627707452975
182,38.94887405634376,72.91394328927318,129.5817915878606
183,1.3430133226746612,129.5817915878606,1.235572256860678
184,368.12066914779456,1.235572256860678,200.0
185,18.394720931205697,71.47332677702731,145.44981647968194
186,0.9993705411872379,145.44981647968194,0.9194208978922518
187,160.31848618282402,0.9194208978922518,147.4930072881981
188,13.052718144224395,90.15365106357082,69.34785691731373
189,5.611127162391898,69.34785691731373,5.16223698940054
190,215.19787951074335,5.16223698940054,197.9820491498839
191,17.155228825071934,103.76222270447654,110.00263696447352
192,0.0641992886656032,110.00263696447352,0.05906334557235482
193,157.04404045952853,0.05906334557235482,144.48051722276625
194,56.1562105248858,125.4296262324307,70.71460467323047
195,2.129231267755121,70.71460467323047,1.9588927663347135
196,234.42244044905962,1.9588927663347135,200.0
197,44.579997638699766,85.11244084862007,155.90115697898375
198,1.5393710618177903,155.90115697898375,1.4162213768723575
199,203.67732827352677,1.4162213768723575,187.38314201164462
200,55.5387924804173,92.37441245224846,146.10441864138008
